Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
1.0340        -382.3399    -403.1018      20.7619  2509.7
1.0360        -382.3361    -402.8608      20.5247  2481.0
1.0380        -382.3226    -402.4755      20.1529  2436.1
1.0400        -382.2954    -402.1113      19.8159  2395.4
1.0420        -382.2744    -401.9859      19.7115  2382.7
1.0440        -382.2628    -402.1531      19.8903  2404.3
1.0460        -382.2558    -402.5025      20.2467  2447.4
1.0480        -382.2545    -402.8928      20.6383  2494.8
1.0500        -382.2596    -403.2046      20.9450  2531.8
1.0520        -382.2670    -403.3452      21.0783  2547.9
1.0540        -382.2728    -403.2695      20.9966  2538.1
1.0560        -382.2759    -402.9945      20.7186  2504.5
1.0580        -382.2697    -402.5816      20.3119  2455.3
1.0600        -382.2513    -402.1558      19.9045  2406.1
1.0620        -382.2296    -401.8831      19.6535  2375.7
1.0640        -382.2096    -401.8690      19.6593  2376.4
1.0660        -382.1930    -402.1198      19.9268  2408.8
1.0680        -382.1828    -402.5837      20.4009  2466.1
1.0700        -382.1848    -403.1849      21.0001  2538.5
1.0720        -382.2050    -403.8062      21.6012  2611.2
1.0740        -382.2394    -404.2503      22.0109  2660.7
1.0760        -382.2724    -404.2952      22.0228  2662.1
1.0780        -382.2915    -403.8487      21.5572  2605.8
1.0800        -382.2954    -403.0164      20.7211  2504.8
1.0820        -382.2825    -402.0130      19.7305  2385.0
1.0840        -382.2576    -401.0420      18.7844  2270.7
1.0860        -382.2191    -400.2121      17.9930  2175.0
1.0880        -382.1626    -399.5568      17.3942  2102.6
1.0900        -382.0902    -399.1230      17.0328  2058.9
1.0920        -382.0127    -399.0062      16.9935  2054.2
1.0940        -381.9438    -399.2673      17.3236  2094.1
1.0960        -381.8887    -399.8340      17.9453  2169.2
1.0980        -381.8514    -400.5150      18.6637  2256.1
1.1000        -381.8169    -401.0696      19.2527  2327.3
1.1020        -381.7863    -401.3811      19.5949  2368.6
1.1040        -381.7581    -401.4742      19.7162  2383.3
1.1060        -381.7310    -401.4448      19.7139  2383.0
1.1080        -381.7071    -401.4079      19.7008  2381.4
1.1100        -381.6921    -401.4153      19.7232  2384.1
1.1120        -381.6794    -401.4082      19.7288  2384.8
1.1140        -381.6617    -401.3004      19.6387  2373.9
1.1160        -381.6356    -401.0632      19.4276  2348.4
1.1180        -381.5979    -400.7688      19.1710  2317.4
1.1200        -381.5568    -400.5767      19.0199  2299.1
1.1220        -381.5210    -400.6212      19.1002  2308.8
1.1240        -381.4957    -400.9269      19.4312  2348.9
1.1260        -381.4828    -401.3852      19.9024  2405.8
1.1280        -381.4773    -401.8098      20.3324  2457.8
1.1300        -381.4770    -402.0354      20.5584  2485.1
1.1320        -381.4751    -401.9586      20.4835  2476.1
1.1340        -381.4683    -401.5616      20.0934  2428.9
1.1360        -381.4509    -400.9018      19.4508  2351.2
1.1380        -381.4127    -400.1079      18.6952  2259.9
1.1400        -381.3591    -399.4081      18.0489  2181.8
1.1420        -381.3033    -399.0192      17.7159  2141.5
1.1440        -381.2508    -399.0002      17.7495  2145.6
1.1460        -381.2041    -399.2460      18.0419  2180.9
1.1480        -381.1621    -399.5561      18.3940  2223.5
1.1500        -381.1178    -399.7527      18.6349  2252.6
1.1520        -381.0706    -399.7894      18.7188  2262.7
1.1540        -381.0198    -399.7504      18.7306  2264.2
1.1560        -380.9681    -399.8128      18.8447  2278.0
1.1580        -380.9300    -400.1570      19.2270  2324.2
1.1600        -380.9130    -400.8063      19.8933  2404.7
1.1620        -380.9093    -401.6061      20.6967  2501.8
1.1640        -380.9146    -402.3925      21.4780  2596.3
1.1660        -380.9321    -403.0933      22.1612  2678.9
1.1680        -380.9649    -403.6849      22.7201  2746.4
1.1700        -381.0120    -404.1182      23.1062  2793.1
1.1720        -381.0615    -404.3147      23.2532  2810.9
1.1740        -381.1053    -404.2590      23.1537  2798.8
1.1760        -381.1453    -404.0436      22.8983  2768.0
1.1780        -381.1824    -403.7942      22.6118  2733.3
1.1800        -381.2190    -403.5990      22.3800  2705.3
1.1820        -381.2567    -403.4680      22.2114  2684.9
1.1840        -381.2931    -403.3310      22.0379  2663.9
1.1860        -381.3282    -403.0863      21.7581  2630.1
1.1880        -381.3539    -402.6230      21.2691  2571.0
1.1900        -381.3659    -401.8767      20.5108  2479.4
1.1920        -381.3562    -400.8567      19.5005  2357.2
1.1940        -381.3246    -399.6554      18.3308  2215.8
1.1960        -381.2655    -398.4238      17.1583  2074.1
1.1980        -381.1818    -397.3667      16.1848  1956.4
1.2000        -381.0834    -396.6971      15.6136  1887.4
1.2020        -380.9844    -396.5435      15.5591  1880.8
1.2040        -380.8916    -396.8642      15.9726  1930.8
1.2060        -380.8059    -397.5027      16.6968  2018.3
1.2080        -380.7345    -398.3026      17.5681  2123.6
1.2100        -380.6771    -399.1281      18.4511  2230.4
1.2120        -380.6380    -399.8800      19.2421  2326.0
1.2140        -380.6121    -400.4729      19.8609  2400.8
1.2160        -380.5968    -400.8534      20.2565  2448.6
1.2180        -380.5841    -401.0137      20.4297  2469.5
1.2200        -380.5681    -401.0308      20.4626  2473.5
1.2220        -380.5549    -401.0662      20.5113  2479.4
1.2240        -380.5487    -401.2721      20.7234  2505.1
1.2260        -380.5577    -401.7000      21.1423  2555.7
1.2280        -380.5854    -402.2280      21.6426  2616.2
1.2300        -380.6238    -402.5909      21.9670  2655.4
1.2320        -380.6515    -402.5417      21.8901  2646.1
1.2340        -380.6586    -402.0695      21.4110  2588.2
1.2360        -380.6470    -401.4400      20.7930  2513.5
1.2380        -380.6327    -401.0387      20.4060  2466.7
1.2400        -380.6316    -401.1140      20.4824  2475.9
1.2420        -380.6464    -401.6084      20.9620  2533.9
1.2440        -380.6656    -402.2544      21.5888  2609.7
1.2460        -380.6836    -402.8342      22.1505  2677.6
1.2480        -380.7055    -403.3165      22.6110  2733.2
1.2500        -380.7426    -403.7712      23.0286  2783.7
1.2520        -380.7927    -404.2138      23.4211  2831.2
1.2540        -380.8525    -404.5926      23.7401  2869.7
1.2560        -380.9187    -404.8223      23.9036  2889.5
1.2580        -380.9857    -404.8199      23.8343  2881.1
1.2600        -381.0477    -404.5357      23.4881  2839.2
1.2620        -381.0959    -403.9930      22.8971  2767.8
1.2640        -381.1290    -403.3179      22.1889  2682.2
1.2660        -381.1421    -402.7250      21.5829  2609.0
1.2680        -381.1536    -402.4822      21.3286  2578.2
1.2700        -381.1746    -402.7057      21.5311  2602.7
1.2720        -381.2121    -403.2840      22.0719  2668.1
1.2740        -381.2592    -403.9351      22.6760  2741.1
1.2760        -381.3060    -404.3870      23.0811  2790.0
1.2780        -381.3451    -404.5453      23.2002  2804.5
1.2800        -381.3846    -404.5157      23.1312  2796.1
1.2820        -381.4361    -404.4306      22.9945  2779.6
1.2840        -381.4958    -404.2389      22.7430  2749.2
1.2860        -381.5391    -403.7602      22.2211  2686.1
1.2880        -381.5525    -402.9743      21.4217  2589.5
1.2900        -381.5479    -402.1240      20.5760  2487.2
1.2920        -381.5382    -401.4950      19.9568  2412.4
1.2940        -381.5199    -401.2314      19.7116  2382.7
1.2960        -381.4989    -401.3987      19.8998  2405.5
1.2980        -381.4895    -402.0055      20.5160  2480.0
1.3000        -381.5012    -402.9331      21.4319  2590.7
1.3020        -381.5263    -403.9574      22.4311  2711.5
1.3040        -381.5683    -404.8890      23.3206  2819.0
1.3060        -381.6279    -405.5921      23.9642  2896.8
1.3080        -381.7004    -405.9476      24.2472  2931.0
1.3100        -381.7726    -405.8633      24.0907  2912.1
1.3120        -381.8376    -405.3297      23.4921  2839.7
1.3140        -381.8876    -404.4125      22.5249  2722.8
1.3160        -381.9149    -403.2357      21.3207  2577.3
1.3180        -381.9145    -401.9724      20.0579  2424.6
1.3200        -381.8901    -400.8291      18.9390  2289.4
1.3220        -381.8503    -399.9796      18.1293  2191.5
1.3240        -381.8019    -399.4959      17.6940  2138.9
1.3260        -381.7481    -399.3341      17.5860  2125.8
1.3280        -381.6941    -399.3811      17.6870  2138.0
1.3300        -381.6360    -399.5062      17.8702  2160.2
1.3320        -381.5767    -399.6543      18.0777  2185.2
1.3340        -381.5219    -399.8426      18.3207  2214.6
1.3360        -381.4735    -400.0965      18.6231  2251.2
1.3380        -381.4351    -400.4158      18.9806  2294.4
1.3400        -381.4065    -400.7495      19.3430  2338.2
1.3420        -381.3816    -401.0229      19.6412  2374.2
1.3440        -381.3579    -401.2099      19.8520  2399.7
1.3460        -381.3345    -401.3631      20.0287  2421.1
1.3480        -381.3155    -401.5892      20.2737  2450.7
1.3500        -381.3082    -401.9780      20.6698  2498.6
1.3520        -381.3173    -402.5222      21.2050  2563.3
1.3540        -381.3400    -403.1012      21.7613  2630.5
1.3560        -381.3699    -403.5518      22.1819  2681.4
1.3580        -381.4043    -403.7538      22.3495  2701.6
1.3600        -381.4345    -403.6659      22.2314  2687.3
1.3620        -381.4554    -403.3567      21.9013  2647.4
1.3640        -381.4666    -402.9932      21.5266  2602.1
1.3660        -381.4743    -402.7750      21.3006  2574.8
1.3680        -381.4890    -402.8273      21.3383  2579.4
1.3700        -381.5163    -403.1015      21.5852  2609.2
1.3720        -381.5520    -403.3798      21.8278  2638.6
1.3740        -381.5871    -403.3929      21.8058  2635.9
1.3760        -381.6124    -402.9518      21.3394  2579.5
1.3780        -381.6103    -402.0495      20.4392  2470.7
1.3800        -381.5817    -400.9233      19.3416  2338.0
1.3820        -381.5324    -399.9524      18.4200  2226.6
1.3840        -381.4878    -399.4675      17.9797  2173.4
1.3860        -381.4476    -399.4849      18.0373  2180.4
1.3880        -381.3977    -399.8119      18.4142  2225.9
1.3900        -381.3511    -400.3537      19.0026  2297.0
1.3920        -381.3168    -401.0970      19.7802  2391.0
1.3940        -381.3046    -401.9987      20.6941  2501.5
1.3960        -381.3140    -402.9366      21.6226  2613.7
1.3980        -381.3416    -403.7521      22.4104  2709.0
1.4000        -381.3849    -404.2974      22.9126  2769.7
1.4020        -381.4346    -404.4499      23.0153  2782.1
1.4040        -381.4831    -404.1466      22.6635  2739.6
1.4060        -381.5088    -403.4271      21.9183  2649.5
1.4080        -381.5170    -402.5045      20.9876  2537.0
1.4100        -381.5016    -401.6861      20.1845  2439.9
1.4120        -381.4862    -401.3036      19.8174  2395.5
1.4140        -381.4789    -401.4562      19.9773  2414.9
1.4160        -381.4773    -402.0003      20.5231  2480.8
1.4180        -381.4894    -402.7293      21.2399  2567.5
1.4200        -381.5100    -403.4234      21.9134  2648.9
1.4220        -381.5480    -403.9061      22.3581  2702.7
1.4240        -381.5947    -403.9902      22.3955  2707.2
1.4260        -381.6234    -403.5458      21.9225  2650.0
1.4280        -381.6267    -402.6909      21.0642  2546.2
1.4300        -381.6008    -401.7979      20.1971  2441.4
1.4320        -381.5718    -401.3649      19.7931  2392.6
1.4340        -381.5633    -401.6704      20.1071  2430.6
1.4360        -381.5775    -402.5664      20.9889  2537.1
1.4380        -381.6050    -403.6405      22.0355  2663.7
1.4400        -381.6400    -404.5202      22.8802  2765.8
1.4420        -381.6772    -405.0418      23.3646  2824.3
1.4440        -381.7276    -405.2298      23.5022  2841.0
1.4460        -381.7777    -405.1341      23.3565  2823.3
1.4480        -381.8217    -404.8468      23.0251  2783.3
1.4500        -381.8626    -404.4956      22.6329  2735.9
1.4520        -381.8970    -404.1770      22.2799  2693.2
1.4540        -381.9282    -403.9584      22.0303  2663.0
1.4560        -381.9594    -403.8551      21.8957  2646.8
1.4580        -381.9891    -403.8209      21.8318  2639.0
1.4600        -382.0192    -403.7818      21.7626  2630.7
1.4620        -382.0525    -403.6304      21.5780  2608.4
1.4640        -382.0784    -403.2185      21.1401  2555.4
1.4660        -382.0846    -402.4576      20.3730  2462.7
1.4680        -382.0624    -401.4247      19.3624  2340.5
1.4700        -382.0136    -400.3785      18.3649  2220.0
1.4720        -381.9523    -399.6554      17.7031  2140.0
1.4740        -381.8924    -399.4866      17.5943  2126.8
1.4760        -381.8442    -399.8834      18.0392  2180.6
1.4780        -381.8110    -400.6450      18.8340  2276.7
1.4800        -381.7861    -401.4762      19.6901  2380.1
1.4820        -381.7694    -402.1645      20.3952  2465.4
1.4840        -381.7629    -402.6286      20.8657  2522.3
1.4860        -381.7589    -402.8680      21.1091  2551.7
1.4880        -381.7568    -402.9794      21.2225  2565.4
1.4900        -381.7618    -403.1154      21.3536  2581.2
1.4920        -381.7773    -403.3728      21.5955  2610.5
1.4940        -381.8033    -403.7296      21.9263  2650.5
1.4960        -381.8345    -404.0872      22.2527  2689.9
1.4980        -381.8743    -404.3535      22.4791  2717.3
1.5000        -381.9141    -404.4499      22.5357  2724.1
1.5020        -381.9562    -404.3341      22.3779  2705.1
1.5040        -381.9892    -403.9964      22.0073  2660.2
1.5060        -382.0124    -403.5178      21.5053  2599.6
1.5080        -382.0200    -402.9800      20.9600  2533.7
1.5100        -381.9988    -402.5421      20.5433  2483.3
1.5120        -381.9936    -402.5223      20.5287  2481.5
1.5140        -382.0099    -402.9449      20.9350  2530.6
1.5160        -382.0357    -403.4872      21.4516  2593.1
1.5180        -382.0541    -403.8077      21.7535  2629.6
1.5200        -382.0667    -403.8095      21.7428  2628.3
1.5220        -382.0754    -403.5909      21.5156  2600.8
1.5240        -382.0865    -403.3066      21.2201  2565.1
1.5260        -382.0996    -403.0365      20.9370  2530.9
1.5280        -382.1086    -402.7593      20.6506  2496.3
1.5300        -382.1068    -402.4372      20.3304  2457.5
1.5320        -382.0963    -402.0941      19.9978  2417.3
1.5340        -382.0849    -401.7717      19.6868  2379.7
1.5360        -382.0670    -401.4521      19.3852  2343.3
1.5380        -382.0362    -401.1250      19.0888  2307.5
1.5400        -381.9952    -400.8584      18.8631  2280.2
1.5420        -381.9532    -400.7744      18.8212  2275.1
1.5440        -381.9165    -400.9645      19.0480  2302.5
1.5460        -381.8896    -401.4269      19.5374  2361.7
1.5480        -381.8737    -402.0719      20.1982  2441.6
